,type
27802,article-journal
27803,article-journal
27804,article-journal
27805,article-journal
27806,article-journal
27807,article-journal
27808,article-journal
27809,article-journal
27810,article-journal
27811,article-journal
27812,article-journal
27813,article-journal
27814,article-journal
27815,article-journal
27816,article-journal
27817,article-journal
27818,article-journal
27819,article-journal
27820,article-journal
27821,article-journal
27822,article-journal
27823,article-journal
27824,article-journal
27825,article-journal
27826,article-journal
27827,article-journal
27828,article-journal
27829,article-journal
27830,article-journal
27831,article-journal
27832,article-journal
27833,article-journal
27834,article-journal
27835,article-journal
27836,article-journal
27837,article-journal
27838,article-journal
27839,article-journal
27840,article-journal
27841,article-journal
27842,article-journal
27843,article-journal
27844,article-journal
27845,article-journal
27846,article-journal
27847,article-journal
27848,article-journal
27849,article-journal
27850,article-journal
27851,article-journal
27852,article-journal
27853,article-journal
27854,article-journal
27855,article-journal
27856,article-journal
27857,article-journal
27858,article-journal
27859,article-journal
27860,article-journal
27861,article-journal
27862,article-journal
27863,article-journal
27864,article-journal
27865,article-journal
27866,article-journal
27867,article-journal
27868,article-journal
27869,article-journal
27870,article-journal
27871,article-journal
27872,article-journal
27873,article-journal
27874,article-journal
27875,article-journal
27876,article-journal
27877,article-journal
27878,article-journal
27879,article-journal
27880,article-journal
27881,article-journal
27882,article-journal
27883,article-journal
27884,article-journal
27885,article-journal
27886,article-journal
27887,article-journal
27888,article-journal
27889,article-journal
27890,article-journal
27891,article-journal
27892,article-journal
27893,article-journal
27894,article-journal
27895,article-journal
27896,article-journal
27897,article-journal
27898,article-journal
27899,article-journal
27900,article-journal
27901,chapter
27902,chapter
27903,article-journal
27904,article-journal
27905,article-journal
27906,article-journal
27907,article-journal
27908,article-journal
27909,article-journal
27910,article-journal
27911,article-journal
27912,article-journal
27913,article-journal
27914,article-journal
27915,article-journal
27916,article-journal
27917,article-journal
27918,article-journal
27919,article-journal
27920,article-journal
27921,article-journal
27922,article-journal
27923,article-journal
27924,article-journal
27925,article-journal
27926,article-journal
27927,article-journal
27928,article-journal
27929,article-journal
27930,article-journal
27931,article-journal
27932,article-journal
27933,article-journal
27934,article-journal
27935,article-journal
27936,article-journal
27937,article-journal
27938,article-journal
27939,article-journal
27940,article-journal
27941,article-journal
27942,article-journal
27943,article-journal
27944,article-journal
27945,article-journal
27946,article-journal
27947,article-journal
27948,article-journal
27949,article-journal
27950,article-journal
27951,article-journal
27952,article-journal
27953,article-journal
27954,article-journal
27955,article-journal
27956,article-journal
27957,article-journal
27958,article-journal
27959,article-journal
27960,article-journal
27961,article-journal
27962,article-journal
27963,article-journal
27964,article-journal
27965,article-journal
27966,article-journal
27967,article-journal
27968,chapter
27969,chapter
27970,article-journal
27971,article-journal
27972,article-journal
27973,article-journal
27974,article-journal
27975,article-journal
27976,chapter
27977,chapter
27978,article-journal
27979,article-journal
27980,article-journal
27981,article-journal
27982,chapter
27983,chapter
27984,chapter
27985,chapter
27986,chapter
27987,article-journal
27988,article-journal
27989,article-journal
27990,article-journal
27991,article-journal
27992,article-journal
27993,article-journal
27994,article-journal
27995,article-journal
27996,article-journal
27997,article-journal
27998,article-journal
27999,article-journal
28000,article-journal
28001,article-journal
28002,article-journal
28003,article-journal
28004,article-journal
28005,article-journal
28006,article-journal
28007,article-journal
28008,article-journal
28009,article-journal
28010,article-journal
28011,article-journal
28012,article-journal
28013,article-journal
28014,article-journal
28015,article-journal
28016,article-journal
28017,article-journal
28018,article-journal
28019,article-journal
28020,article-journal
28021,article-journal
28022,article-journal
28023,article-journal
28024,article-journal
28025,article-journal
28026,article-journal
28027,article-journal
28028,article-journal
28029,article-journal
28030,article-journal
28031,article-journal
28032,article-journal
28033,article-journal
28034,article-journal
28035,article-journal
28036,article-journal
28037,article-journal
28038,article-journal
28039,article-journal
28040,article-journal
28041,article-journal
28042,article-journal
28043,article-journal
28044,article-journal
28045,article-journal
28046,article-journal
28047,article-journal
28048,article-journal
28049,article-journal
28050,article-journal
28051,article-journal
28052,article-journal
28053,article-journal
28054,article-journal
28055,article-journal
28056,article-journal
28057,article-journal
28058,article-journal
28059,article-journal
28060,article-journal
28061,article-journal
28062,article-journal
28063,article-journal
28064,article-journal
28065,article-journal
28066,article-journal
28067,article-journal
28068,article-journal
28069,article-journal
28070,article-journal
28071,article-journal
28072,article-journal
28073,article-journal
28074,article-journal
28075,article-journal
28076,article-journal
28077,article-journal
28078,article-journal
28079,article-journal
28080,article-journal
28081,article-journal
28082,article-journal
28083,article-journal
28084,article-journal
28085,article-journal
28086,article-journal
28087,article-journal
28088,article-journal
28089,article-journal
28090,article-journal
28091,article-journal
28092,article-journal
28093,article-journal
28094,article-journal
28095,article-journal
28096,article-journal
28097,article-journal
28098,article-journal
28099,article-journal
28100,article-journal
28101,article-journal
28102,article-journal
28103,article-journal
28104,article-journal
28105,article-journal
28106,article-journal
28107,article-journal
28108,article-journal
28109,article-journal
28110,article-journal
28111,article-journal
28112,article-journal
28113,article-journal
28114,article-journal
28115,article-journal
28116,article-journal
28117,article-journal
28118,article-journal
28119,article-journal
28120,article-journal
28121,article-journal
28122,article-journal
